ID,Title,Journal,journal_image,docs_catalog,references_catalog,Link,Date published,Abstract,research_projects
1,L'ouverture des données publiques boostée par des étudiants,La Gazette des communes,/images/journal/gazette.png,,challenge-sgl,https://www.lagazettedescommunes.com/746151/louverture-des-donnees-publiques-boostee-par-des-etudiants/,2021-05-28,"Méthodologie du « challenge data », organisé par l'institut d'études politiques de Saint-Germain-en-Laye (Yvelines) avec le cabinet Datactivist et le ...",
2,"S'initier aux données sur le modèle des ""fresques du climat""",La Gazette des communes,/images/journal/gazette.png,"livret-fresque-opendata,cartes-fresque-opendata",fresque-mefr,https://www.lagazettedescommunes.com/884614/sinitier-aux-donnees-sur-le-modele-des-fresques-du-climat/,2023-03-10,""" On fait ensemble et on retient ». Autour de la table où sont disposées des cartes à jouer un peu particulières, une quinzaine d'agents de Bercy s'agitent et argumentent. Le ...",
3,Archives : bientôt un standard commun pour la publication des registres des entrées,La Gazette des communes,/images/journal/gazette.png,standard-archives-publiques,,https://www.lagazettedescommunes.com/746837/archives-bientot-un-standard-commun-pour-la-publication-des-registres-des-entrees/,2021-05-25,Un documentariste enquêtant sur la réhabilitation d'un quartier ; un notaire à la recherche des derniers versements de l'administration fiscale pour une succession; un universitaire souhaitant évaluer le volume de ...,
4,E. Hoss (Semaest) : « Le commerce de proximité crée une valeur qui va bien au-delà de l'échange économique »,Le Journal du Grand Paris,/images/journal/grandparis.png,,,https://www.lejournaldugrandparis.fr/e-hoss-semaest-le-commerce-de-proximite-cree-une-valeur-qui-va-bien-au-dela-de-lechange-economique/,2022-02-11,"En partenariat avec Datactivist, la Semaest va lancer une recherche sur les externalités du commerce de proximité. Emmanuelle Hoss, directrice générale de la Semaest, la société d'économie mixte de la ...",excom
5,Open data et marchés publics : des collectivités pionnières partagent leur expérience,Le Moniteur,/images/journal/moniteur.png,ouverture-commande-publique,,https://www.lemoniteur.fr/article/open-data-et-marches-publics-des-collectivites-pionnieres-partagent-leur-experience.2122369,2020-12-17,"La publication des données essentielles de la commande publique, obligatoire depuis le 1er octobre 2018, n'est pas encore pleinement entrée dans les moeurs. La Bretagne et la Ville de Paris ...",
6,"L'""open data"" public en quête d'un nouveau souffle",Acteurs Publics,/images/journal/acteurspublics.png,,,https://acteurspublics.fr/articles/l-open-data-public-en-quete-dun-nouveau-souffle,2020-02-07,L'ouverture des données publiques est décidément de saison. Alors que le ministère de la Justice vient enfin de publier le décret sur la mise à disposition gratuite et en format ...,
7,Chargé d'open data : un métier transversal,La Gazette des communes,/images/journal/gazette.png,,,https://www.lagazettedescommunes.com/665239/charge-dopen-data-un-metier-transversal/,2020-08-24,"Chargé de mission, directeur, responsable, etc. Quel que soit le titre qui lui est donné, le responsable de l'ouverture des données dans une collectivité a un rôle multiple. Identification des ...",
8,"""Acheteurs publics : osez une commande publique plus ouverte!""",Le Moniteur,/images/journal/moniteur.png,ouverture-commande-publique,,https://www.lemoniteur.fr/article/acheteurs-publics-osez-une-commande-publique-plus-ouverte.2128174,2021-12-02,"Emeline Vandeven, consultante Open data et Commande publique chez Datactivist, plaide pour une approche plus ambitieuse de l'open data dans les marchés publics. Un livre blanc élaboré avec la région ...",
9,Sondage : les Français très méfiants sur StopCovid,La Provence,/images/journal/laprovence.png,,,https://www.laprovence.com/article/edition-marseille/5991694/sondage-les-francais-tres-mefiants-sur-stopcovid.html,2020-05-18,L'observatoire Data Publica a dévoilé une étude réalisée le 7 mai sur l'application controversée de traçage StopCovid. Elle révèle que près de six Français sur dix sont favorables à ...,mediation-covid
10,Respecter les standards de données en 5 points clés,La Gazette des communes,/images/journal/gazette.png,standards-territoires,,https://www.lagazettedescommunes.com/855245/respecter-les-standards-de-donnees-en-5-points-cles/,2023-07-03,"Les standards sont partout sans même que l'on s'en rende compte. Ce texte répond à un standard social avec son titre, en grand et tout en haut, son introduction ...",standardisation-donnees-ouvertes
11,"Les données essentielles, une mine à exploiter",La Gazette des communes,/images/journal/gazette.png,ouverture-commande-publique,,https://www.lagazettedescommunes.com/721828/les-donnees-essentielles-une-mine-a-exploiter/,2021-02-15,"Entrée en vigueur le 1er octobre 2018, l'obligation de publication des données essentielles de la commande publique a été allégée dès le 1er janvier 2020, date à laquelle les seuils ...",
12,Ces start-up qui réenchantent le télétravail avec des bureaux virtuels,Les Echos,/images/journal/echos.png,,,"https://www.lesechos.fr/tech-medias/hightech/ces-start-up-qui-reenchantent-le-teletravail-avec-des-bureaux-virtuels-1285195#:~:text=La%20start%2Dup%20TeamFlow%20a,bureaux%20virtuels%20beaucoup%20plus%20ludiques.",2021-01-29,"Au rythme où vont les choses, certains salariés vont finir par oublier l'adresse de leur bureau. Car cela fera bientôt un an que le télétravail est devenu la norme. Une ...",
13,Le devoir de vigilance en mal de transparence,Le Monde,/images/journal/lemonde.png,,,https://www.lemonde.fr/economie/article/2020/06/29/la-loi-de-vigilance-des-entreprises-manque-de-transparence_6044501_3234.html,2020-06-30,"Unique au monde et pétrie de nobles intentions, la loi du 27 mars 2017 confie aux grandes entreprises installées en France de grandes responsabilités. Elles doivent s'assurer de l'absence ...",
14,Société civile et administrations unies 48 heures durant pour concevoir des solutions à la crise,Acteurs Publics,/images/journal/acteurspublics.png,"check-list-hackathon,organiser-sprint-data",hackathon-ditp,https://acteurspublics.fr/articles/societe-civile-et-administrations-unies-48-heures-durant-pour-concevoir-des-solutions-a-la-crise,2021-04-22,"48 heures pour imaginer et prototyper des outils au service de la lutte contre le Covid-19. C'est l'objectif affiché par le ""hackathon Covid"", un événement qui se déroulera ...",
15,Un hackathon pour débusquer la face cachée des algorithmes,Sud Ouest - Bordeaux Agglo,/images/journal/sudouest.png,"check-list-hackathon,organiser-sprint-data",,"https://www.sudouest.fr/etudiant/etudes-superieures/bordeaux-un-hackathon-pour-debusquer-la-face-cachee-des-algorithmes-17654245.php#:~:text=Le%20principe%20de%20cet%20hackathon,%C3%A0%20la%20place%20du%20consommateur.",2023-01-12,"Hier, à l’Institut de journalisme de Bordeaux (IJBA), huit groupes d'étudiants participaient à un concours d'enquêtes sur les algorithmes. Le principe de cet hackathon, parrainé par Datactivist, consistait ...",
16,"Coupures d'électricité : lieux touchés, télécoms, transports... 30 questions pour tout comprendre",Le Parisien,/images/journal/leparisien.png,,france-data-reseau-fnccr,https://www.leparisien.fr/economie/risque-de-coupures-delectricite-lieux-touches-telecoms-transports-nos-reponses-a-vos-questions-02-12-2022-5SVI6D4GSBB3ZOZGJM37YQD22M.php,2022-03-12,"C'est une solution de dernier recours : couper l'électricité jusque dans les foyers pour faire baisser la pression sur le réseau d'électricité. Le gouvernement, qui avait déjà annoncé vouloir ...",
17,"Soutenir le numérique social et solidaire, le trou dans la raquette qu'il faut combler avant 2030",Carenews,/images/journal/carenews.png,,,https://www.carenews.com/social-good-accelerator/news/soutenir-le-numerique-social-et-solidaire-le-trou-dans-la-raquette-qu,2022-11-29,Raison numéro 1 : parce que la transition numérique des organisations de l’économie sociale et solidaire - au premier rang desquels les associations - est un impensé politique Dans le cadre du plan ...,
18,France Data Réseau teste le partage de données entre régies,La Gazette des communes,/images/journal/gazette.png,,france-data-reseau-fnccr,https://www.lagazettedescommunes.com/792534/france-data-reseau-teste-le-partage-de-donnees-entre-regies/,2022-02-25,"""On ne partage pas pour le plaisir de partager, il s'agit de répondre à un besoin et d'atteindre des objectifs"", explique Loïc Haÿ, chargé de mission usages numériques et ...",
19,Culture de la donnée : zoom sur deux projets territoriaux,La Gazette des communes,/images/journal/gazette.png,culture-generale-donnees,,https://www.lagazettedescommunes.com/804004/culture-de-la-donnee-zoom-sur-deux-projets-territoriaux/,2022-04-28,"Comment mettre en place un projet ou une expérimentation liés à la donnée dans une collectivité ? A l'occasion de son dernier événement (voir encadré), le Fing Data Day, qui s ...",
20,"Quel modèle pour les ""territoires intelligents"" français ?",La Gazette des communes,/images/journal/gazette.png,"standards-territoires,carto-ensembles-data-territoires",,https://www.lagazettedescommunes.com/771291/quel-modele-pour-les-territoires-intelligents-francais/,2021-10-26,"Quels sont les contours de la ""smart city"" française et quelle est sa réalité ? Le consortium Data Publica, accompagné du cabinet KPMG s'est penché sur la question pendant huit mois ...",
21,"«La data au coeur de la bataille présidentielle», Ronan Le Goff (La Netscouade)",Stratégies,/images/journal/strategies.png,,,https://www.strategies.fr/actualites/medias/4071296W/-la-data-au-coeur-de-la-bataille-presidentielle-ronan-le-goff-la-netscouade-.html,2021-12-14,"«J’ai la même plateforme internet que Bernie Sanders.» En 2016, Jean-Luc Mélenchon a l’œil qui frétille au 20h de TF1, en annonçant sa candidature à la présidentielle. Les ...",
22,"Acheteurs publics, ouvrez vos données de programmation achats!",Le Moniteur,/images/journal/moniteur.png,ouverture-commande-publique,,https://www.lemoniteur.fr/article/acheteurs-publics-ouvrez-vos-donnees-de-programmation-achats.2163587,2021-09-23,"Pour Emeline Vandeven, consultante Open data et Commande publique chez Datactivist, distiller une logique d'open data en phase amont du lancement des marchés publics contribuerait efficacement à la relance économique ...",
23,"Municipales : Facebook promet qu'il ne sera pas un ""open bar"" des données personnelles",La Gazette des communes,/images/journal/gazette.png,,,https://www.lagazettedescommunes.com/660702/municipales-facebook-promet-quil-ne-sera-pas-un-open-bar-des-donnees-personnelles/,2020-01-29,"Facebook est prêt. Après le référendum sur le Brexit, après l'élection de Donald Trump, après le scandale de la fuite des données vers Cambridge Analytica, le réseau social « a beaucoup ...",
24,Garantir la transparence et l'ouverture des données publiques,La Gazette des communes,/images/journal/gazette.png,carto-ensembles-data-territoires,,https://www.lagazettedescommunes.com/760686/garantir-la-transparence-et-louverture-des-donnees-publiques/,2021-08-25,"Comme le relève Joël Gombin, cofondateur du cabinet Datactivist dans le guide à destination des décideurs locaux issu de la boîte à outils de la Banque des territoires pour la gestion ...",
25,"De non-profit à entreprise classique… Comment OpenAI, le créateur de ChatGPT, a renié ses principes",Carenews,/images/journal/carenews.png,"donnees-ia-introduction,chatgpt-blade-runner",,https://www.carenews.com/carenews-info/news/de-non-profit-a-entreprise-classique-comment-openai-le-createur-de-chatgpt-a,2023-02-27,"Il y a, chez les entrepreneurs de la Silicon Valley, ce sentiment d’être les sauveurs du monde, d’être les Prométhée modernes apportant des avancées à l’humanité. C’était ...",
26,Les étudiants vont plancher sur nos données,01 net,/images/journal/01net.png,,,https://www.bercynumerique.finances.gouv.fr/que-se-dit-il-dans-les-commentaires-sur-datagouvfr,2022-05-25,"Que se dit-il dans les commentaires sur Data.gouv.fr ? » En 20202021, les étudiants de la licence professionnelle « Médiations de l'information numérique et des données utiles » de l'université ...",
27,Un mode d’emploi pour faire toute la transparence sur les algorithmes publics,Acteurs Publics,/images/journal/acteurspublics.png,mediation-algorithmes,,https://acteurspublics.fr/articles/un-mode-demploi-pour-faire-toute-la-transparence-sur-les-algorithmes-publics,2023-10-10,"Une piqûre de rappel. Encore une. Déjà en 2019, le service chargé de l'ouverture et de l'exploitation des données publiques, Etalab, publiait un guide pour aider les acteurs publics ...",mediation-algorithmes
28,Observatoire de la data : une réelle progression dans les cas d'usages et la gouvernance,La Gazette des communes,/images/journal/gazette.png,barometre-data-territoires-2023,,https://www.lagazettedescommunes.com/897375/observatoire-de-la-data-une-reelle-progression-dans-les-cas-dusages-et-la-gouvernance/,2023-11-16,"Données, cybersécurité, intelligence artificielle : où en sont les collectivités en terme de maturité ? « On observe une vraie progression dans la maturité du monde territorial autour de l'usage des données et ...",
29,Fusion des données des marchés publics : où en sont les acheteurs?,La Gazette des communes,/images/journal/gazette.png,ouverture-commande-publique,,https://www.lagazettedescommunes.com/894815/la-fusion-des-donnees-des-marches-publics-pas-si-simple/?abo=1,2023-07-11,"Bientôt, les acheteurs publics n'auront plus qu'une seule obligation de transmission de données. En effet, le 1Er janvier 2024, pour les marchés de 40 000 euros HT et plus ...",
30,La métropole européenne de Lille va ouvrir trois algorithmes publics,La Gazette des communes,/images/journal/gazette.png,experimentation-algo-lille,algo-mel,https://www.lagazettedescommunes.com/836167/la-metropole-europeene-de-lille-va-ouvrir-3-algorithmes-publics/?abo=1,2022-11-17,"« Le mot algorithme peut faire peur. Ce projet participe à démystifier le sujet : un algorithme n'est pas forcément ce qu'on imagine en première approche, ce n'est pas forcément ...",mediation-algorithmes
31,Marchés publics : opération transparence pour la région Bretagne,Le Moniteur,/images/journal/moniteur.png,ouverture-commande-publique,region-bretagne-observatoire,https://www.lemoniteur.fr/article/marches-publics-operation-transparence-pour-la-region-bretagne.2207187,2022-05-18,"La collectivité lance ce 18 mai son Observatoire des données de l'achat public. Une première en France. « La région Bretagne n'a rien à cacher! », lance Loïg Chesnais-Girard, son ...",
32,La métropole Aix-Marseille-Provence déploie une charte de la donnée allégée,La Gazette des communes,/images/journal/gazette.png,,,https://www.lagazettedescommunes.com/817365/la-metropole-aix-marseille-provence-deploie-une-charte-de-la-donnee-allegee/?abo=1,2022-08-07,"Encore une charte de la donnée territoriale. Après Nantes, l'Occitanie ou encore Brest, c'est la métropole d'Aix-Marseille-Provence qui s'est attelée à la rédaction d'Un ...",
33,Le brief : les dernières initiatives des administrations face à la crise du coronavirus,Acteurs Publics,/images/journal/acteurspublics.png,,,https://acteurspublics.fr/articles/le-brief-les-dernieres-initiatives-des-administrations-en-mode-crise,2020-05-28,"ainsi bénéficier de réductions et avantages tels que : priorité de livraison, financement de taxis, etc. https://hoptisoins.aphp.fr/ Memento de la commande publique en temps de crise. C'est le nom du document élaboré ...",
34,La loi de vigilance des entreprises manque de transparence,Le Monde,/images/journal/lemonde.png,,,https://www.lemonde.fr/economie/article/2020/06/29/la-loi-de-vigilance-des-entreprises-manque-de-transparence_6044501_3234.html,2020-06-29,"Unique au monde et pétrie de nobles intentions, la loi du 27 mars 2017 confie aux grandes entreprises installées en France de grandes responsabilités. Elles doivent s’assurer de l’absence ...",
35,L’État lance une alliance publique-privée pour créer des IA génératives “souveraines”,Acteurs Publics,/images/journal/acteurspublics.png,,,"https://acteurspublics.fr/articles/letat-lance-une-alliance-publique-privee-pour-creer-des-ia-generatives-souveraines#:~:text=3%20min-,L'%C3%89tat%20lance%20une%20alliance%20publique%2Dpriv%C3%A9e%20pour,cr%C3%A9er%20des%20IA%20g%C3%A9n%C3%A9ratives%20%E2%80%9Csouveraines%E2%80%9D&text=La%20Direction%20interminist%C3%A9rielle%20du%20num%C3%A9rique,de%20l'intelligence%20artificielle%20g%C3%A9n%C3%A9rative.",2023-10-26,"""Nous voulons créer une machine à projets d'IA génératives au service du public"" . Voilà comment le ministre de la Transformation publique, Stanislas Guerini, avait présenté l'alliance publique-privée récemment ...",
36,Un millier d’agents expérimentent un “ChatGPT du service public”,Acteurs Publics,/images/journal/acteurspublics.png,,,https://acteurspublics.fr/articles/un-millier-dagents-experimentent-un-chatgpt-du-service-public,2023-05-10,"Top départ pour l'expérimentation du ""ChatGPT du service public"". Depuis ce jeudi 5 octobre au matin, des agents publics volontaires peuvent solliciter l'aide d'une intelligence artificielle générative de ...",
37,Institut de journalisme de Bordeaux : un hackathon organisé pour débusquer la face cachée des algorithmes,Sud Ouest,/images/journal/sudouest.png,,,"https://www.sudouest.fr/etudiant/etudes-superieures/bordeaux-un-hackathon-pour-debusquer-la-face-cachee-des-algorithmes-17654245.php#:~:text=Le%20principe%20de%20cet%20hackathon,%C3%A0%20la%20place%20du%20consommateur.",2023-11-30,"Ce jeudi 30 novembre, à l’Institut de journalisme de Bordeaux (IJBA), huit groupes d'étudiants participaient à un concours d'enquêtes sur les algorithmes. Le principe de cet hackathon, parrainé par Datactivist...",
38,"L'héritage du ""Hackathon Covid"" passé à la loupe",Acteurs Publics,/images/journal/acteurspublics.png,"check-list-hackathon,organiser-sprint-data",hackathon-ditp,https://acteurspublics.fr/articles/lheritage-du-hackathon-covid-passe-a-la-loupe,2022-01-18,"Il devait mettre tout le monde autour de la table. De l'avis général, le ""hackathon Covid"", organisé à l'initiative des compères de Covidtracker mais avec le soutien de l ...",
39,Comment ChatGPT et les IA génératives bousculent déjà l'administration,Acteurs Publics,/images/journal/acteurspublics.png,"chatgpt-blade-runner,donnees-ia-introduction",,https://acteurspublics.fr/articles/comment-chatgpt-et-les-ia-generatives-bousculent-deja-ladministration,2023-07-19,"Utiliser ChatGPT pour préparer les réponses aux usagers ? C'est l'ambition portée par le ministre de la Transformation et de la Fonction publiques, Stanislas Guerini. Ce dernier a annoncé le ...",
40,« Les conversations sur les médias sociaux sont des expressions démocratiques qui ne sauraient être cachées à la recherche »,Le Monde,/images/journal/lemonde.png,,,https://www.lemonde.fr/idees/article/2023/06/16/les-conversations-sur-les-medias-sociaux-sont-des-expressions-democratiques-qui-ne-sauraient-etre-cachees-a-la-recherche_6177952_3232.html,2023-06-16,Les réseaux sociaux sont de plus en plus opaques. Twitter a entrepris de fermer l’accès à ses données pour les chercheurs et de monnayer l’utilisation de ses bases à ...,
41,"Seules 16 % des collectivités se sont lancées dans l'""open data""",Acteurs Publics,/images/journal/acteurspublics.png,barometre-data-territoires-2023,,"https://acteurspublics.fr/articles/seules-16-des-collectivites-se-sont-lancees-dans-l-open-data#:~:text=Cinq%20ans%20apr%C3%A8s%20l'entr%C3%A9e,donn%C3%A9es%20%C3%A0%20disposition%20des%20citoyens.",2023-11-04,"Deux fois plus de collectivités se sont engagées dans l'ouverture de leurs données en cinq ans ! Si l'on adoptait un point de vue optimiste, l'on pourrait accueillir avec ...",
42,Ouverture des données : Marseille adopte une nouvelle stratégie,La Gazette des communes,/images/journal/gazette.png,,,https://www.lagazettedescommunes.com/727575/ouverture-des-donnees-marseille-adopte-une-nouvelle-strategie/?abo=1,2021-03-16,"Neuf mois après son élection à la mairie, la nouvelle majorité marseillaise, issue du Printemps marseillais, a présenté ses ambitions en matière d'open-data. Elle se dote notamment d'une ...",
43,"La Banque des territoires veut convertir les collectivités à la ""data""",Acteurs Publics,/images/journal/acteurspublics.png,carto-ensembles-data-territoires,,https://acteurspublics.fr/articles/la-banque-des-territoires-veut-convertir-les-collectivites-a-la-data,2021-11-01,"Ouvrir, partager, exploiter. Voilà plusieurs années que les données publiques sont considérées comme le nouveau carburant de l'action publique et de sa modernisation. Les projets d'intelligence artificielle se multiplient ...",
44,Recherche : le coût des publications scientifiques en accès ouvert en forte augmentation,Le Monde,/images/journal/lemonde.png,,,"https://www.lemonde.fr/sciences/article/2023/01/19/recherche-le-cout-des-publications-scientifiques-en-acces-ouvert-en-forte-augmentation_6158523_1650684.html#:~:text=Les%20d%C3%A9penses%20pour%20les%20publications,le%20minist%C3%A8re%20de%20la%20recherche.",2023-01-19,"En ces temps d’inflation, rien d’étonnant à voir que la recherche aussi est concernée. Mais des hausses battent tous les records. Les dépenses pour les publications scientifiques ont augmenté ...",
